(-0.12186934340514737,0.49627307582066105) 
(-0.13917310096006535,0.4951340343707852) 
(-0.15643446504023104,0.49384417029756883) 
(-0.1736481776669303,0.492403876506104) 
(-0.1908089953765448,0.490813591723832) 
(-0.20791169081775912,0.48907380036690284) 
(-0.2249510543438648,0.4871850323926176) 
(-0.24192189559966779,0.48514786313799824) 
(-0.25881904510252085,0.48296291314453416) 
(-0.27563735581699905,0.48063084796915945) 
(-0.29237170472273666,0.4781523779815178) 
(-0.30901699437494734,0.4755282581475768) 
(-0.3255681544571564,0.4727592877996584) 
(-0.3420201433256687,0.4698463103929542) 
(-0.35836794954530027,0.46679021324860087) 
(-0.37460659341591207,0.4635919272833937) 
(-0.3907311284892736,0.4602524267262202) 
(-0.40673664307580004,0.4567727288213005) 
(-0.42261826174069933,0.453153893518325) 
(-0.4383711467890775,0.44939702314958346) 
(-0.4539904997395467,0.44550326209418395) 
(-0.46947156278589053,0.44147379642946355) 
(-0.484809620246337,0.4373098535696979) 
(-0.4999999999999998,0.43301270189221935) 
(-0.5150380749100543,0.42858365035105617) 
(-0.5299192642332048,0.42402404807821303) 
(-0.5446390350150271,0.41933528397271197) 
(-0.5591929034707467,0.41451878627752087) 
(-0.5735764363510458,0.409576022144496) 
(-0.587785252292473,0.4045084971874737) 
(-0.6018150231520484,0.39931775502364636) 
(-0.6156614753256583,0.394005376803361) 
(-0.6293203910498373,0.3885729807284855) 
(-0.6427876096865394,0.383022221559489) 
(-0.6560590289905075,0.3773547901113859) 
(-0.6691306063588582,0.3715724127386971) 
(-0.6819983600624984,0.3656768508095853) 
(-0.694658370458997,0.3596699001693257) 
(-0.7071067811865475,0.3535533905932738) 
(-0.7193398003386512,0.34732918522949857) 
(-0.7313537016191705,0.3409991800312493) 
(-0.743144825477394,0.3345653031794292) 
(-0.754709580222772,0.32802951449525364) 
(-0.7660444431189779,0.32139380484326974) 
(-0.7771459614569707,0.31466019552491886) 
(-0.7880107536067219,0.3078307376628292) 
(-0.7986355100472929,0.3009075115760241) 
(-0.8090169943749473,0.2938926261462366) 
(-0.8191520442889916,0.2867882181755232) 
(-0.8290375725550416,0.27959645173537345) 
(-0.8386705679454242,0.2723195175075135) 
(-0.848048096156426,0.26495963211660245) 
(-0.8571673007021122,0.2575190374550272) 
(-0.8660254037844387,0.24999999999999997) 
(-0.8746197071393957,0.24240481012316858) 
(-0.8829475928589268,0.23473578139294554) 
(-0.8910065241883678,0.22699524986977343) 
(-0.898794046299167,0.21918557339453865) 
(-0.9063077870366499,0.21130913087034975) 
(-0.9135454576426008,0.20336832153790022) 
(-0.9205048534524402,0.19536556424463708) 
(-0.9271838545667873,0.18730329670795612) 
(-0.9335804264972017,0.1791839747726501) 
(-0.9396926207859083,0.17101007166283444) 
(-0.9455185755993167,0.16278407722857852) 
(-0.9510565162951535,0.15450849718747375) 
(-0.9563047559630354,0.14618585236136852) 
(-0.9612616959383187,0.13781867790849983) 
(-0.9659258262890682,0.1294095225512605) 
(-0.9702957262759965,0.12096094779983387) 
(-0.9743700647852352,0.11247552717193239) 
(-0.9781476007338057,0.10395584540887966) 
(-0.981627183447664,0.09540449768827249) 
(-0.984807753012208,0.08682408883346514) 
(-0.9876883405951377,0.07821723252011549) 
(-0.9902680687415703,0.06958655048003287) 
(-0.992546151641322,0.06093467170257377) 
(-0.9945218953682733,0.05226423163382687) 
(-0.9961946980917455,0.04357787137382932) 
(-0.9975640502598242,0.03487823687206276) 
(-0.9986295347545738,0.026167978121471903) 
(-0.9993908270190958,0.01744974835125035) 
(-0.9998476951563913,0.00872620321864172) 
(-1,6.123233995736766e-17) 
(-0.9998476951563913,-0.008726203218641596) 
(-0.9993908270190958,-0.01744974835125045) 
(-0.9986295347545738,-0.026167978121471782) 
(-0.9975640502598243,-0.034878236872062415) 
(-0.9961946980917455,-0.04357787137382897) 
(-0.9945218953682734,-0.05226423163382653) 
(-0.992546151641322,-0.06093467170257387) 
(-0.9902680687415703,-0.06958655048003276) 
(-0.9876883405951378,-0.07821723252011537) 
(-0.984807753012208,-0.08682408883346523) 
(-0.981627183447664,-0.09540449768827236) 
(-0.9781476007338057,-0.10395584540887953) 
(-0.9743700647852352,-0.11247552717193249) 
(-0.9702957262759965,-0.12096094779983375) 
(-0.9659258262890684,-0.12940952255126018) 
(-0.9612616959383189,-0.1378186779084995) 
(-0.9563047559630355,-0.1461858523613682) 
(-0.9510565162951535,-0.15450849718747386) 
(-0.9455185755993167,-0.16278407722857838) 
(-0.9396926207859084,-0.17101007166283433) 
(-0.9335804264972017,-0.17918397477265022) 
(-0.9271838545667874,-0.187303296707956) 
(-0.9205048534524404,-0.19536556424463677) 
(-0.9135454576426011,-0.2033683215378999) 
(-0.90630778703665,-0.21130913087034964) 
(-0.8987940462991671,-0.21918557339453854) 
(-0.8910065241883681,-0.22699524986977312) 
(-0.8829475928589269,-0.23473578139294543) 
(-0.8746197071393959,-0.24240481012316847) 
(-0.8660254037844386,-0.25000000000000006) 
(-0.8571673007021123,-0.2575190374550271) 
(-0.8480480961564261,-0.2649596321166024) 
(-0.838670567945424,-0.27231951750751354) 
(-0.8290375725550418,-0.27959645173537334) 
(-0.819152044288992,-0.2867882181755229) 
(-0.8090169943749476,-0.2938926261462365) 
(-0.798635510047293,-0.300907511576024) 
(-0.7880107536067222,-0.3078307376628289) 
(-0.7771459614569708,-0.3146601955249188) 
(-0.766044443118978,-0.3213938048432696) 
(-0.7547095802227719,-0.3280295144952537) 
(-0.7431448254773942,-0.3345653031794291) 
(-0.7313537016191706,-0.3409991800312492) 
(-0.7193398003386511,-0.3473291852294987) 
(-0.7071067811865477,-0.35355339059327373) 
(-0.6946583704589976,-0.35966990016932543) 
(-0.6819983600624989,-0.36567685080958506) 
(-0.6691306063588585,-0.371572412738697) 
(-0.6560590289905076,-0.37735479011138584) 
(-0.6427876096865395,-0.38302222155948895) 
(-0.6293203910498372,-0.38857298072848556) 
(-0.6156614753256581,-0.39400537680336106) 
(-0.6018150231520483,-0.3993177550236464) 
(-0.5877852522924732,-0.40450849718747367) 
(-0.5735764363510464,-0.4095760221444958) 
(-0.5591929034707472,-0.4145187862775207) 
(-0.544639035015027,-0.419335283972712) 
(-0.529919264233205,-0.424024048078213) 
(-0.5150380749100545,-0.42858365035105606) 
(-0.5000000000000004,-0.4330127018922192) 
(-0.48480962024633684,-0.437309853569698) 
(-0.46947156278589075,-0.4414737964294635) 
(-0.4539904997395469,-0.4455032620941839) 
(-0.43837114678907774,-0.4493970231495834) 
(-0.42261826174069994,-0.45315389351832486) 
(-0.4067366430758001,-0.4567727288213005) 
(-0.3907311284892738,-0.46025242672622013) 
(-0.3746065934159123,-0.46359192728339366) 
(-0.3583679495453007,-0.4667902132486008) 
(-0.3420201433256694,-0.4698463103929541) 
(-0.32556815445715664,-0.4727592877996584) 
(-0.30901699437494756,-0.47552825814757677) 
(-0.2923717047227371,-0.47815237798151766) 
(-0.2756373558169989,-0.4806308479691595) 
(-0.25881904510252063,-0.48296291314453416) 
(-0.24192189559966779,-0.48514786313799824) 
(-0.22495105434386525,-0.48718503239261757) 
(-0.2079116908177598,-0.4890738003669028) 
(-0.19080899537654547,-0.49081359172383193) 
(-0.17364817766693033,-0.492403876506104) 
(-0.15643446504023104,-0.49384417029756883) 
(-0.13917310096006494,-0.4951340343707852) 
(-0.12186934340514717,-0.49627307582066105) 
(-0.10452846326765336,-0.4972609476841367) 
(-0.08715574274765825,-0.4980973490458728) 
(-0.06975647374412558,-0.4987820251299121) 
(-0.052335956242944306,-0.4993147673772869) 
(-0.03489949670250165,-0.4996954135095478) 
(-0.017452406437283498,-0.49992384757819563) 
(-1.8369701987210297e-16,-0.5) 
(0.01745240643728313,-0.49992384757819563) 
(0.03489949670250128,-0.4996954135095479) 
(0.052335956242943946,-0.4993147673772869) 
(0.06975647374412522,-0.49878202512991215) 
(0.08715574274765789,-0.4980973490458728) 
(0.10452846326765299,-0.4972609476841367) 
(0.12186934340514768,-0.496273075820661) 
(0.13917310096006547,-0.4951340343707852) 
(0.15643446504023067,-0.4938441702975689) 
(0.17364817766692997,-0.49240387650610407) 
(0.19080899537654425,-0.49081359172383204) 
(0.20791169081775857,-0.4890738003669029) 
(0.22495105434386492,-0.4871850323926176) 
(0.24192189559966745,-0.4851478631379983) 
(0.25881904510252113,-0.4829629131445341) 
(0.2756373558169994,-0.4806308479691594) 
(0.2923717047227367,-0.4781523779815177) 
(0.30901699437494723,-0.4755282581475768) 
(0.3255681544571563,-0.4727592877996585) 
(0.34202014332566816,-0.46984631039295427) 
(0.35836794954529955,-0.46679021324860104) 
(0.37460659341591196,-0.4635919272833937) 
(0.3907311284892735,-0.46025242672622024) 
(0.40673664307580054,-0.4567727288213004) 
(0.4226182617406996,-0.45315389351832497) 
(0.4383711467890774,-0.4493970231495835) 
(0.45399049973954664,-0.445503262094184) 
(0.4694715627858904,-0.44147379642946355) 
(0.4848096202463365,-0.43730985356969804) 
(0.5000000000000001,-0.4330127018922193) 
(0.5150380749100542,-0.42858365035105617) 
(0.5299192642332047,-0.4240240480782131) 
(0.5446390350150266,-0.41933528397271214) 
(0.5591929034707462,-0.41451878627752103) 
(0.573576436351046,-0.4095760221444959) 
(0.5877852522924729,-0.4045084971874738) 
(0.6018150231520479,-0.3993177550236465) 
(0.6156614753256585,-0.3940053768033609) 
(0.6293203910498375,-0.3885729807284854) 
(0.6427876096865393,-0.38302222155948906) 
(0.656059028990507,-0.3773547901113861) 
(0.6691306063588578,-0.3715724127386973) 
(0.681998360062498,-0.3656768508095855) 
(0.6946583704589966,-0.3596699001693259) 
(0.7071067811865474,-0.35355339059327384) 
(0.7193398003386509,-0.3473291852294988) 
(0.7313537016191707,-0.3409991800312491) 
(0.7431448254773942,-0.33456530317942906) 
(0.7547095802227719,-0.3280295144952537) 
(0.7660444431189778,-0.3213938048432698) 
(0.7771459614569706,-0.3146601955249189) 
(0.7880107536067216,-0.3078307376628294) 
(0.7986355100472928,-0.30090751157602413) 
(0.8090169943749473,-0.2938926261462367) 
(0.8191520442889916,-0.28678821817552325) 
(0.8290375725550414,-0.2795964517353737) 
(0.838670567945424,-0.2723195175075135) 
(0.8480480961564254,-0.2649596321166029) 
(0.8571673007021121,-0.25751903745502724) 
(0.8660254037844384,-0.2500000000000002) 
(0.8746197071393959,-0.24240481012316845) 
(0.8829475928589269,-0.2347357813929454) 
(0.8910065241883678,-0.22699524986977349) 
(0.8987940462991671,-0.2191855733945385) 
(0.9063077870366497,-0.21130913087035) 
(0.913545457642601,-0.20336832153790008) 
(0.9205048534524399,-0.19536556424463736) 
(0.9271838545667873,-0.18730329670795617) 
(0.9335804264972015,-0.17918397477265038) 
(0.9396926207859084,-0.1710100716628343) 
(0.9455185755993165,-0.16278407722857877) 
(0.9510565162951535,-0.1545084971874738) 
(0.9563047559630357,-0.14618585236136813) 
(0.9612616959383187,-0.1378186779084999) 
(0.9659258262890683,-0.12940952255126034) 
(0.9702957262759965,-0.12096094779983393) 
(0.9743700647852351,-0.11247552717193267) 
(0.9781476007338056,-0.10395584540887993) 
(0.981627183447664,-0.09540449768827233) 
(0.9848077530122079,-0.08682408883346564) 
(0.9876883405951377,-0.07821723252011556) 
(0.9902680687415703,-0.06958655048003294) 
(0.992546151641322,-0.06093467170257406) 
(0.9945218953682733,-0.05226423163382671) 
(0.9961946980917455,-0.04357787137382916) 
(0.9975640502598243,-0.03487823687206238) 
(0.9986295347545738,-0.026167978121472184) 
(0.9993908270190958,-0.017449748351250412) 
(0.9998476951563913,-0.008726203218642224) 
(1,-1.2246467991473532e-16) 
